,City,Colors Reported,Shape Reported,State,Time,Location
8712,Thibodaux,,OTHER,LA,9/23/1995 23:00,"Thibodaux , LA"
8713,Maple Valley,,,WA,9/24/1995 0:00,"Maple Valley , WA"
8714,Kissimmee,,DISK,FL,9/24/1995 20:00,"Kissimmee , FL"
8715,Boise,,,ID,9/24/1995 20:25,"Boise , ID"
8716,Scappoose,RED,,OR,9/24/1995 20:45,"Scappoose , OR"
8717,Lynnwood,,,WA,9/24/1995 23:00,"Lynnwood , WA"
8718,Hernando,,TRIANGLE,FL,9/25/1995 0:00,"Hernando , FL"
8719,Salt Lake City,RED,,UT,9/25/1995 6:01,"Salt Lake City , UT"
8720,Lake Oswego,,,OR,9/25/1995 15:45,"Lake Oswego , OR"
8721,Flushing,RED,,MI,9/25/1995 20:00,"Flushing , MI"
8722,Flushing,,,MI,9/25/1995 21:18,"Flushing , MI"
8723,Seattle,ORANGE,TRIANGLE,WA,9/25/1995 22:30,"Seattle , WA"
8724,Polson,,,MT,9/25/1995 22:50,"Polson , MT"
8725,Ronan,,,MT,9/25/1995 23:00,"Ronan , MT"
8726,Ringtown,GREEN,TEARDROP,PA,9/27/1995 22:00,"Ringtown , PA"
8727,Copley,,,PA,9/28/1995 0:00,"Copley , PA"
8728,Napa,,,CA,9/28/1995 21:00,"Napa , CA"
8729,Scottsdale,,FIREBALL,AZ,9/28/1995 21:00,"Scottsdale , AZ"
8730,Las Vegas,,,NV,9/28/1995 21:50,"Las Vegas , NV"
8731,San Francisco,,,CA,9/29/1995 12:50,"San Francisco , CA"
8732,Sacramento,,,CA,9/29/1995 19:00,"Sacramento , CA"
8733,Manchester,,,ME,9/29/1995 19:30,"Manchester , ME"
8734,Manchester,,,ME,9/29/1995 19:30,"Manchester , ME"
8735,N. Providence,,,RI,9/30/1995 13:30,"N. Providence , RI"
8736,Monroeville,,TRIANGLE,IN,9/30/1995 19:00,"Monroeville , IN"
8737,Baltimore,,DISK,MD,9/30/1995 20:00,"Baltimore , MD"
8738,Anderson,,,IN,9/30/1995 23:00,"Anderson , IN"
8739,Troy,RED GREEN,,ME,9/30/1995 23:10,"Troy , ME"
8740,Iowa City,,,IA,10/1/1995 12:00,"Iowa City , IA"
8741,Lake Oswego,,,OR,10/1/1995 14:00,"Lake Oswego , OR"
8742,Lake Oswego,,,OR,10/1/1995 16:30,"Lake Oswego , OR"
8743,Ashland,,DISK,KY,10/1/1995 17:00,"Ashland , KY"
8744,Williamsburg,,RECTANGLE,PA,10/1/1995 18:30,"Williamsburg , PA"
8745,Vacaville,ORANGE,,CA,10/1/1995 21:00,"Vacaville , CA"
8746,Tinley Park,ORANGE,OTHER,IL,10/1/1995 22:00,"Tinley Park , IL"
8747,Wantagh,,TRIANGLE,NY,10/1/1995 22:00,"Wantagh , NY"
8748,Austin,,,TX,10/1/1995 22:30,"Austin , TX"
8749,Piedmont,,,CA,10/1/1995 22:30,"Piedmont , CA"
8750,Dover,,TRIANGLE,NH,10/1/1995 23:00,"Dover , NH"
8751,Santa Rosa,,,CA,10/2/1995 0:20,"Santa Rosa , CA"
8752,N. Providence,,,RI,10/2/1995 10:15,"N. Providence , RI"
8753,Garberville,,,CA,10/2/1995 16:08,"Garberville , CA"
8754,Farmington,,,MN,10/2/1995 19:50,"Farmington , MN"
8755,Fort Worth,,DISK,TX,10/3/1995 20:20,"Fort Worth , TX"
8756,Volinda,,,CA,10/3/1995 23:15,"Volinda , CA"
8757,Seattle,,,WA,10/4/1995 22:30,"Seattle , WA"
8758,North Las Vegas,,,NV,10/5/1995 19:00,"North Las Vegas , NV"
8759,Slidell,,FORMATION,LA,10/5/1995 21:30,"Slidell , LA"
8760,Puyallup,,,WA,10/6/1995 19:00,"Puyallup , WA"
8761,West Valley City,,,UT,10/7/1995 19:15,"West Valley City , UT"
8762,Muskegon,,,MI,10/7/1995 20:15,"Muskegon , MI"
8763,Wolf Lake,,,MI,10/7/1995 20:17,"Wolf Lake , MI"
8764,Jacksonville,,TRIANGLE,FL,10/7/1995 22:30,"Jacksonville , FL"
8765,Phoenix,,,AZ,10/8/1995 18:00,"Phoenix , AZ"
8766,Iowa City,,,IA,10/9/1995 0:00,"Iowa City , IA"
8767,Milwaukee,BLUE,,WI,10/10/1995 19:45,"Milwaukee , WI"
8768,Oakland,,,CA,10/10/1995 22:40,"Oakland , CA"
8769,New York City,RED,,NY,10/11/1995 18:30,"New York City , NY"
8770,Huntington,,,WV,10/11/1995 20:00,"Huntington , WV"
8771,Pueblo,,TRIANGLE,CO,10/12/1995 20:30,"Pueblo , CO"
8772,Crescent City,,,CA,10/13/1995 5:50,"Crescent City , CA"
8773,New York City,,LIGHT,NY,10/13/1995 6:30,"New York City , NY"
8774,Tacoma,,,WA,10/13/1995 20:00,"Tacoma , WA"
8775,Meridith,,LIGHT,MI,10/13/1995 22:30,"Meridith , MI"
8776,Des Moines,,,WA,10/14/1995 13:25,"Des Moines , WA"
8777,Belmont,RED GREEN,TRIANGLE,MI,10/14/1995 20:05,"Belmont , MI"
8778,Dayton,,,WA,10/14/1995 22:30,"Dayton , WA"
8779,Madison,,,WI,10/14/1995 22:30,"Madison , WI"
8780,Sandpoint,,,ID,10/14/1995 22:30,"Sandpoint , ID"
8781,Spokane,ORANGE GREEN,,WA,10/14/1995 22:30,"Spokane , WA"
8782,Troy,GREEN,,MT,10/14/1995 22:30,"Troy , MT"
8783,Abilene,,,KS,10/14/1995 23:20,"Abilene , KS"
8784,Santee,GREEN,LIGHT,CA,10/15/1995 1:30,"Santee , CA"
8785,Fostoria,,DIAMOND,OH,10/15/1995 1:45,"Fostoria , OH"
8786,Hawesville,,CIGAR,KY,10/15/1995 15:00,"Hawesville , KY"
8787,Lawton,,SPHERE,OK,10/15/1995 15:00,"Lawton , OK"
8788,Westminster,,,SC,10/15/1995 17:30,"Westminster , SC"
8789,Godfrey,,,IL,10/15/1995 18:15,"Godfrey , IL"
8790,Emporia,,LIGHT,VA,10/15/1995 20:15,"Emporia , VA"
8791,Evansville,,,IN,10/15/1995 22:00,"Evansville , IN"
8792,Woodstock,,,CT,10/15/1995 22:15,"Woodstock , CT"
8793,Chatsworth,,FIREBALL,CA,10/15/1995 23:30,"Chatsworth , CA"
8794,Scofield Barracks,,,HI,10/16/1995 5:57,"Scofield Barracks , HI"
8795,Brooksville,,FIREBALL,FL,10/17/1995 1:00,"Brooksville , FL"
8796,Ponte Vedra Beach,,OTHER,FL,10/17/1995 3:15,"Ponte Vedra Beach , FL"
8797,Miami,,,FL,10/17/1995 20:45,"Miami , FL"
8798,Mergas,,,GA,10/17/1995 21:15,"Mergas , GA"
8799,Crescent City,,,CA,10/17/1995 21:38,"Crescent City , CA"
8800,Tonopah,,CHEVRON,NV,10/18/1995 3:00,"Tonopah , NV"
8801,Grass Lake,,,MI,10/18/1995 18:45,"Grass Lake , MI"
8802,Vancouver,,,WA,10/19/1995 0:00,"Vancouver , WA"
8803,Colorado Springs,YELLOW,OTHER,CO,10/19/1995 1:00,"Colorado Springs , CO"
8804,Rocky Point,,,WA,10/19/1995 5:30,"Rocky Point , WA"
8805,Vancouver,,,WA,10/19/1995 9:15,"Vancouver , WA"
8806,Beaverton,,,OR,10/19/1995 19:15,"Beaverton , OR"
8807,Clayton,,OVAL,GA,10/20/1995 22:00,"Clayton , GA"
8808,Medford,,FIREBALL,OR,10/20/1995 22:00,"Medford , OR"
8809,Simi Valley,,LIGHT,CA,10/20/1995 22:00,"Simi Valley , CA"
8810,Franklinton,,CIRCLE,NC,10/21/1995 20:30,"Franklinton , NC"
8811,Rochester,,DISK,NY,10/21/1995 22:00,"Rochester , NY"
8812,Utica,,DISK,NY,10/21/1995 22:20,"Utica , NY"
8813,Bessemer,,,AL,10/22/1995 2:30,"Bessemer , AL"
8814,Auburn,,,CA,10/22/1995 19:35,"Auburn , CA"
8815,Johnson City,,,TN,10/23/1995 21:30,"Johnson City , TN"
8816,Oklahoma City,,CIGAR,OK,10/24/1995 0:00,"Oklahoma City , OK"
8817,Hollister,,,CA,10/24/1995 2:00,"Hollister , CA"
8818,Brunswick County,,,ND,10/25/1995 16:55,"Brunswick County , ND"
8819,Center Valley,,TRIANGLE,PA,10/25/1995 18:00,"Center Valley , PA"
8820,Puyallup,YELLOW,LIGHT,WA,10/25/1995 23:00,"Puyallup , WA"
8821,Prince of Wales Island,,,AK,10/27/1995 20:28,"Prince of Wales Island , AK"
8822,Siletz,,,OR,10/27/1995 21:23,"Siletz , OR"
8823,Greenwood,,,CA,10/28/1995 1:30,"Greenwood , CA"
8824,Auburn,,,WA,10/28/1995 20:00,"Auburn , WA"
8825,Antelope,,,CA,10/28/1995 21:00,"Antelope , CA"
8826,Ellisville,,,MO,10/29/1995 21:40,"Ellisville , MO"
8827,Kodak,,,TN,10/29/1995 21:40,"Kodak , TN"
8828,,,TRIANGLE,WA,10/30/1995 21:30,
8829,Seattle,,,WA,10/30/1995 23:30,"Seattle , WA"
8830,Tacoma,,LIGHT,WA,10/31/1995 19:00,"Tacoma , WA"
8831,Startup,RED,,WA,10/31/1995 20:45,"Startup , WA"
8832,Tacoma,,,WA,10/31/1995 21:10,"Tacoma , WA"
8833,Rockdale County,,CIRCLE,GA,10/31/1995 22:00,"Rockdale County , GA"
8834,West Hartford,,,CT,10/31/1995 22:05,"West Hartford , CT"
8835,Bothell,,,WA,11/1/1995 0:15,"Bothell , WA"
8836,Lakeport,RED,LIGHT,CA,11/1/1995 0:30,"Lakeport , CA"
8837,Randolph,,CIRCLE,MA,11/1/1995 2:00,"Randolph , MA"
8838,Randolph,,LIGHT,MA,11/1/1995 2:00,"Randolph , MA"
8839,Palm Springs,,TRIANGLE,CA,11/1/1995 4:00,"Palm Springs , CA"
8840,Manson,,,WA,11/1/1995 11:40,"Manson , WA"
8841,Lake Forest,ORANGE,,CA,11/1/1995 16:00,"Lake Forest , CA"
8842,San Juan,,SPHERE,CA,11/1/1995 18:30,"San Juan , CA"
8843,Stroudsburg,,SPHERE,PA,11/1/1995 20:00,"Stroudsburg , PA"
8844,Sedro Woolley,,,WA,11/1/1995 21:45,"Sedro Woolley , WA"
8845,Fontana,,OTHER,CA,11/1/1995 22:00,"Fontana , CA"
8846,Daphne,,TRIANGLE,AL,11/1/1995 22:30,"Daphne , AL"
8847,Plano,,SPHERE,TX,11/1/1995 22:30,"Plano , TX"
8848,Albany,,,NY,11/3/1995 0:00,"Albany , NY"
8849,Maryland Heights,,,MO,11/3/1995 14:17,"Maryland Heights , MO"
8850,Belmont,,,CA,11/3/1995 22:25,"Belmont , CA"
8851,Colton,,,CA,11/3/1995 23:00,"Colton , CA"
8852,West Seattle,,,WA,11/3/1995 23:06,"West Seattle , WA"
8853,Brockton,,,MA,11/4/1995 0:00,"Brockton , MA"
8854,Chelan,ORANGE,,WA,11/4/1995 11:53,"Chelan , WA"
8855,Alfalfa,,,OR,11/4/1995 23:45,"Alfalfa , OR"
8856,Lexington,,,KY,11/5/1995 0:00,"Lexington , KY"
8857,Kirksville,,SPHERE,MO,11/5/1995 18:00,"Kirksville , MO"
8858,Champaign,,,IL,11/5/1995 21:45,"Champaign , IL"
8859,Mascoutah,,,IL,11/5/1995 23:20,"Mascoutah , IL"
8860,St. Augustine,,,FL,11/6/1995 0:15,"St. Augustine , FL"
8861,Tampa,,,FL,11/6/1995 0:20,"Tampa , FL"
8862,Lebanon,,,OR,11/6/1995 20:45,"Lebanon , OR"
8863,Rockland,,,CA,11/7/1995 23:10,"Rockland , CA"
8864,Pilot Rock,BLUE,LIGHT,OR,11/8/1995 19:00,"Pilot Rock , OR"
8865,Elizabeth,,OVAL,NJ,11/9/1995 16:30,"Elizabeth , NJ"
8866,Beaverton,,,OR,11/10/1995 19:50,"Beaverton , OR"
8867,Embarrass,,DISK,MN,11/10/1995 20:00,"Embarrass , MN"
8868,Eilmsport,,,PA,11/10/1995 21:00,"Eilmsport , PA"
8869,Auburn,GREEN BLUE,,WA,11/10/1995 23:25,"Auburn , WA"
8870,Brownsville,,CIRCLE,TX,11/10/1995 23:45,"Brownsville , TX"
8871,Eugene,,,OR,11/11/1995 1:15,"Eugene , OR"
8872,Pichacho Peak,,CIRCLE,AZ,11/11/1995 10:00,"Pichacho Peak , AZ"
8873,Rock Island,,LIGHT,WA,11/11/1995 18:25,"Rock Island , WA"
8874,Solvang,,,CA,11/11/1995 19:00,"Solvang , CA"
8875,Kirkland,RED,,WA,11/11/1995 21:45,"Kirkland , WA"
8876,Keesler AFB,,,MS,11/12/1995 19:00,"Keesler AFB , MS"
8877,Las Vegas,,,NV,11/12/1995 21:00,"Las Vegas , NV"
8878,Roy,RED,TRIANGLE,UT,11/12/1995 23:20,"Roy , UT"
8879,Birmingham,,,AL,11/13/1995 0:15,"Birmingham , AL"
8880,Lake Oswego,GREEN,,OR,11/13/1995 19:50,"Lake Oswego , OR"
8881,American Canyon,RED GREEN,,CA,11/14/1995 18:30,"American Canyon , CA"
8882,Midway,,,GA,11/14/1995 18:45,"Midway , GA"
8883,Green Co.,,,TN,11/15/1995 3:00,"Green Co. , TN"
8884,Milwaukee,,FIREBALL,WI,11/15/1995 19:30,"Milwaukee , WI"
8885,La Puente,,OTHER,CA,11/15/1995 22:00,"La Puente , CA"
8886,Boulder,GREEN,FORMATION,CO,11/15/1995 22:30,"Boulder , CO"
8887,North East,,OVAL,MD,11/15/1995 23:00,"North East , MD"
8888,Elk Grove,,,CA,11/16/1995 21:40,"Elk Grove , CA"
8889,Tacoma,,,WA,11/17/1995 0:30,"Tacoma , WA"
8890,Simsbury,,,CT,11/17/1995 17:18,"Simsbury , CT"
8891,Merrick,,CHEVRON,NY,11/17/1995 21:00,"Merrick , NY"
8892,Moriches,,OTHER,NY,11/17/1995 22:05,"Moriches , NY"
8893,Basking Ridge,RED,,NJ,11/17/1995 22:20,"Basking Ridge , NJ"
8894,Orange,RED,,VT,11/17/1995 22:20,"Orange , VT"
8895,Sector 18,GREEN,,NY,11/17/1995 22:20,"Sector 18 , NY"
8896,Lower Nazareth,,,PA,11/17/1995 22:25,"Lower Nazareth , PA"
8897,Yarmouth,,,ME,11/17/1995 22:26,"Yarmouth , ME"
8898,York,,,ME,11/17/1995 22:27,"York , ME"
8899,Fall River,GREEN,,MA,11/17/1995 22:30,"Fall River , MA"
8900,Biddeford,,,ME,11/17/1995 22:35,"Biddeford , ME"
8901,Arlington,,,WA,11/17/1995 23:00,"Arlington , WA"
8902,Seattle,,,WA,11/17/1995 23:00,"Seattle , WA"
8903,Seattle,RED BLUE,,WA,11/17/1995 23:00,"Seattle , WA"
8904,Seattle,,,WA,11/17/1995 23:30,"Seattle , WA"
8905,Seattle,RED BLUE,,WA,11/17/1995 23:30,"Seattle , WA"
8906,Seymour-Johnson AFB,,,NC,11/17/1995 23:30,"Seymour-Johnson AFB , NC"
8907,Orlando,,,FL,11/18/1995 0:00,"Orlando , FL"
8908,Muskegon,RED,,MI,11/18/1995 1:15,"Muskegon , MI"
8909,Seattle,,,WA,11/18/1995 15:08,"Seattle , WA"
8910,Mojave,,,CA,11/18/1995 17:40,"Mojave , CA"
8911,Ringgold,,DELTA,GA,11/18/1995 21:00,"Ringgold , GA"
8912,Framingham,GREEN,,MA,11/19/1995 0:26,"Framingham , MA"
8913,Phoenix,,,AZ,11/19/1995 17:30,"Phoenix , AZ"
8914,Trenton,,,IA,11/19/1995 18:00,"Trenton , IA"
8915,Carson City,,,NV,11/19/1995 18:30,"Carson City , NV"
8916,Redding,RED ORANGE YELLOW BLUE,,CA,11/19/1995 18:30,"Redding , CA"
8917,Placerville,,,CA,11/19/1995 18:35,"Placerville , CA"
8918,Redding,ORANGE GREEN,,CA,11/19/1995 18:37,"Redding , CA"
8919,Holton,,,KS,11/19/1995 20:45,"Holton , KS"
8920,Olathe,RED BLUE,,KS,11/19/1995 21:50,"Olathe , KS"
8921,Virginia Beach,YELLOW,,VA,11/19/1995 23:06,"Virginia Beach , VA"
8922,Virginia Beach,,CIRCLE,VA,11/19/1995 23:06,"Virginia Beach , VA"
8923,Elizabethtown,,OTHER,KY,11/20/1995 2:00,"Elizabethtown , KY"
8924,College Station,,LIGHT,TX,11/20/1995 5:15,"College Station , TX"
8925,Belle Fourche,GREEN,,SD,11/20/1995 6:15,"Belle Fourche , SD"
8926,Tampa,,,FL,11/20/1995 13:42,"Tampa , FL"
8927,Mayfield,,TRIANGLE,KY,11/20/1995 19:00,"Mayfield , KY"
8928,Sumter,,,SC,11/20/1995 19:12,"Sumter , SC"
8929,Federal Way,,,WA,11/20/1995 20:25,"Federal Way , WA"
8930,Bremerton,,,WA,11/20/1995 21:50,"Bremerton , WA"
8931,Christmas Valley,,LIGHT,OR,11/20/1995 22:00,"Christmas Valley , OR"
8932,Peyton,,,CO,11/21/1995 18:00,"Peyton , CO"
8933,Memphis,,,TN,11/21/1995 22:00,"Memphis , TN"
8934,Washburn,,TRIANGLE,ND,11/21/1995 23:30,"Washburn , ND"
8935,Woodland,,,CA,11/22/1995 19:45,"Woodland , CA"
8936,Haltbro,,,PA,11/22/1995 20:03,"Haltbro , PA"
8937,Gaithersberg,RED,FORMATION,MD,11/23/1995 1:00,"Gaithersberg , MD"
8938,Comanche County,,,OK,11/24/1995 0:00,"Comanche County , OK"
8939,Portland,RED GREEN,DISK,MI,11/24/1995 18:00,"Portland , MI"
8940,Wishkah River,GREEN,,WA,11/25/1995 0:42,"Wishkah River , WA"
8941,Woodland,,,CA,11/25/1995 20:01,"Woodland , CA"
8942,Hickory,,SPHERE,NC,11/27/1995 0:00,"Hickory , NC"
8943,Lyons,,OTHER,CO,11/27/1995 20:00,"Lyons , CO"
8944,Fort Morgan,,,CO,11/27/1995 23:00,"Fort Morgan , CO"
8945,Palm Springs,,,CA,11/28/1995 21:00,"Palm Springs , CA"
8946,Bellevue,,,WA,11/28/1995 21:30,"Bellevue , WA"
8947,Antelope Valley,,LIGHT,CA,11/29/1995 16:40,"Antelope Valley , CA"
8948,Redding,,,CA,11/29/1995 19:05,"Redding , CA"
8949,Glen Ellen,,,CA,11/29/1995 21:28,"Glen Ellen , CA"
8950,Howell,,,NJ,11/30/1995 22:35,"Howell , NJ"
8951,Waukesha,,,WI,12/1/1995 17:20,"Waukesha , WI"
8952,Mount Shasta,,,CA,12/1/1995 21:00,"Mount Shasta , CA"
8953,Owosso,,LIGHT,MI,12/1/1995 22:55,"Owosso , MI"
8954,Orland Park,,,IL,12/1/1995 23:40,"Orland Park , IL"
8955,Sebastopal,,,CA,12/2/1995 22:00,"Sebastopal , CA"
8956,Chandler,,,AZ,12/3/1995 11:20,"Chandler , AZ"
8957,Boring,,,OR,12/3/1995 21:00,"Boring , OR"
8958,Nisqually Delta,,,WA,12/3/1995 22:00,"Nisqually Delta , WA"
8959,Deming,,VARIOUS,NM,12/4/1995 2:00,"Deming , NM"
8960,Seattle,,LIGHT,WA,12/4/1995 2:14,"Seattle , WA"
8961,Geneva,,,NY,12/4/1995 22:16,"Geneva , NY"
8962,North Bend,,,WA,12/5/1995 20:30,"North Bend , WA"
8963,North Bend,,CHEVRON,WA,12/5/1995 20:30,"North Bend , WA"
8964,Bothell,,,WA,12/6/1995 17:00,"Bothell , WA"
8965,Lynnwood,,,WA,12/6/1995 22:45,"Lynnwood , WA"
8966,Oldsmar,ORANGE BLUE,LIGHT,FL,12/7/1995 20:40,"Oldsmar , FL"
8967,,,VARIOUS,CA,12/8/1995 18:00,
8968,Springfield,,,IL,12/9/1995 18:30,"Springfield , IL"
8969,Rapid City,BLUE,CIRCLE,SD,12/10/1995 5:00,"Rapid City , SD"
8970,Clayton,,,NM,12/10/1995 6:00,"Clayton , NM"
8971,Phoenix,,,AZ,12/10/1995 18:12,"Phoenix , AZ"
8972,Houston,,,TX,12/10/1995 22:45,"Houston , TX"
8973,Jolliet,RED,,IL,12/10/1995 23:00,"Jolliet , IL"
8974,Glen,,,NY,12/12/1995 22:30,"Glen , NY"
8975,Upper Makefield,,,PA,12/13/1995 18:45,"Upper Makefield , PA"
8976,Boise,,,ID,12/14/1995 4:24,"Boise , ID"
8977,Pomona,,ROUND,CA,12/14/1995 14:45,"Pomona , CA"
8978,Las Vegas,BLUE,,NV,12/14/1995 21:40,"Las Vegas , NV"
8979,Elkridge,GREEN,FIREBALL,MD,12/15/1995 19:30,"Elkridge , MD"
8980,Hawesville,ORANGE,VARIOUS,KY,12/15/1995 20:50,"Hawesville , KY"
8981,Ainsworth,,LIGHT,NE,12/15/1995 22:00,"Ainsworth , NE"
8982,Greenville,ORANGE,,NC,12/17/1995 20:15,"Greenville , NC"
8983,New York City,,TRIANGLE,NY,12/18/1995 20:00,"New York City , NY"
8984,Clinton,,TRIANGLE,MS,12/18/1995 21:00,"Clinton , MS"
8985,Scottsdale,,,AZ,12/18/1995 21:45,"Scottsdale , AZ"
8986,Joliet,,OVAL,IL,12/19/1995 15:20,"Joliet , IL"
8987,Indian Heights,,,IN,12/19/1995 17:40,"Indian Heights , IN"
8988,Schnecksville,BLUE,,PA,12/20/1995 23:50,"Schnecksville , PA"
8989,Warren,,,MA,12/23/1995 23:50,"Warren , MA"
8990,Pasadena,,LIGHT,TX,12/24/1995 0:00,"Pasadena , TX"
8991,Moro,,TRIANGLE,AR,12/24/1995 17:30,"Moro , AR"
8992,Centreville,,FIREBALL,AL,12/24/1995 22:00,"Centreville , AL"
8993,Christiansburg,,TRIANGLE,VA,12/24/1995 23:30,"Christiansburg , VA"
8994,California,,,CA,12/27/1995 20:15,"California , CA"
8995,Indian Falls,,,NY,12/28/1995 4:35,"Indian Falls , NY"
8996,San Diego,,CROSS,CA,12/29/1995 23:00,"San Diego , CA"
8997,Seattle,,,WA,12/30/1995 1:00,"Seattle , WA"
8998,Livingston,,FIREBALL,MT,12/30/1995 9:30,"Livingston , MT"
8999,Longview,,,WA,12/31/1995 19:00,"Longview , WA"
9000,Lake Stevens,,FIREBALL,WA,12/31/1995 21:00,"Lake Stevens , WA"
9001,Crescent City,BLUE,LIGHT,CA,1/1/1996 1:30,"Crescent City , CA"
9002,Key Largo,,TRIANGLE,FL,1/1/1996 3:30,"Key Largo , FL"
9003,Phoenix,,,AZ,1/1/1996 7:10,"Phoenix , AZ"
9004,San Diego,,SPHERE,CA,1/1/1996 12:00,"San Diego , CA"
9005,Elizabethtown,,TRIANGLE,NC,1/1/1996 21:00,"Elizabethtown , NC"
9006,Seattle,,SPHERE,WA,1/1/1996 23:00,"Seattle , WA"
9007,Scottsdale,YELLOW,,WA,1/2/1996 1:30,"Scottsdale , WA"
9008,Kelso,,,WA,1/3/1996 15:30,"Kelso , WA"
9009,Fort Smith,GREEN,,AR,1/3/1996 18:15,"Fort Smith , AR"
9010,Hayward,,,CA,1/3/1996 23:08,"Hayward , CA"
9011,Round Lake,RED,,IL,1/5/1996 1:30,"Round Lake , IL"
9012,E. Greenville,,,PA,1/5/1996 22:00,"E. Greenville , PA"
9013,Portland,,,OR,1/7/1996 7:00,"Portland , OR"
9014,St. George,,,UT,1/7/1996 11:30,"St. George , UT"
9015,Boise,,TRIANGLE,ID,1/7/1996 17:00,"Boise , ID"
9016,Logan,GREEN,,UT,1/7/1996 21:00,"Logan , UT"
9017,Wenatchee,,,WA,1/8/1996 21:20,"Wenatchee , WA"
9018,Rockville,,,MD,1/9/1996 4:45,"Rockville , MD"
9019,Meadville,,,PA,1/10/1996 18:50,"Meadville , PA"
9020,Woodinville,YELLOW,,WA,1/11/1996 17:58,"Woodinville , WA"
9021,Snowflake,,,AZ,1/11/1996 20:15,"Snowflake , AZ"
9022,Latour,RED,,MO,1/12/1996 21:40,"Latour , MO"
9023,Springfield,,,MO,1/13/1996 0:00,"Springfield , MO"
9024,Lancaster,,,MO,1/13/1996 5:45,"Lancaster , MO"
9025,Osage Beach,,,MO,1/13/1996 20:22,"Osage Beach , MO"
9026,Selma,,TRIANGLE,OR,1/13/1996 21:00,"Selma , OR"
9027,Charleston,,,SC,1/14/1996 6:05,"Charleston , SC"
9028,Chesterfield,,,VA,1/14/1996 17:00,"Chesterfield , VA"
9029,Collinsville,,,IL,1/14/1996 21:00,"Collinsville , IL"
9030,Panama City Beach,,CIRCLE,FL,1/15/1996 0:00,"Panama City Beach , FL"
9031,Hill City,,OVAL,MN,1/15/1996 2:30,"Hill City , MN"
9032,Spanaway,,,WA,1/15/1996 5:00,"Spanaway , WA"
9033,Loredo,RED,FORMATION,TX,1/15/1996 18:00,"Loredo , TX"
9034,Birmingham,,TEARDROP,AL,1/15/1996 22:00,"Birmingham , AL"
9035,Seattle,,,WA,1/16/1996 7:40,"Seattle , WA"
9036,Monitor,,,WA,1/16/1996 22:32,"Monitor , WA"
9037,Monitor,ORANGE,,WA,1/16/1996 22:32,"Monitor , WA"
9038,San Diego,,,CA,1/18/1996 3:15,"San Diego , CA"
9039,Fayetteville,,,AR,1/18/1996 6:30,"Fayetteville , AR"
9040,Stockton,,LIGHT,NJ,1/20/1996 21:44,"Stockton , NJ"
9041,Madison,,,WI,1/20/1996 22:00,"Madison , WI"
9042,Fullerton,,TRIANGLE,CA,1/22/1996 11:00,"Fullerton , CA"
9043,Redding,,,CA,1/22/1996 21:00,"Redding , CA"
9044,Clark,,,MO,1/22/1996 21:30,"Clark , MO"
9045,Minot,,,ND,1/23/1996 20:15,"Minot , ND"
9046,Bartlett,,,TN,1/25/1996 15:04,"Bartlett , TN"
9047,Redding,RED,,CA,1/25/1996 21:15,"Redding , CA"
9048,Phoenix,,,AZ,1/25/1996 21:30,"Phoenix , AZ"
9049,Sedgewick,,,ME,1/26/1996 23:59,"Sedgewick , ME"
9050,Chandler,,,AZ,1/28/1996 0:00,"Chandler , AZ"
9051,Oregon City,,,OR,1/30/1996 0:00,"Oregon City , OR"
9052,Heflin,,LIGHT,AL,1/31/1996 2:00,"Heflin , AL"
9053,Buckhead Ridge,,LIGHT,FL,1/31/1996 20:15,"Buckhead Ridge , FL"
9054,New Hampshire,ORANGE,,OH,2/1/1996 0:00,"New Hampshire , OH"
9055,Woodinville,,,WA,2/1/1996 6:07,"Woodinville , WA"
9056,Doyline,,TRIANGLE,LA,2/1/1996 15:00,"Doyline , LA"
9057,Big Pine,,,CA,2/1/1996 21:00,"Big Pine , CA"
9058,Las Vegas,GREEN,,NV,2/1/1996 21:05,"Las Vegas , NV"
9059,Kensington,,LIGHT,MD,2/1/1996 22:00,"Kensington , MD"
9060,Platteville,,CIRCLE,WI,2/1/1996 22:30,"Platteville , WI"
9061,Portland,,,OR,2/2/1996 20:35,"Portland , OR"
9062,Lake Oswego,,,OR,2/3/1996 11:00,"Lake Oswego , OR"
9063,Walla Walla Airport,YELLOW,,WA,2/3/1996 22:44,"Walla Walla Airport , WA"
9064,Marblemount,,,WA,2/4/1996 13:30,"Marblemount , WA"
9065,Gilbert,,,AZ,2/7/1996 17:30,"Gilbert , AZ"
9066,Redding,,,CA,2/8/1996 0:15,"Redding , CA"
9067,St. Joseph,GREEN,SPHERE,MO,2/8/1996 7:11,"St. Joseph , MO"
9068,Danville,,DISK,VA,2/9/1996 10:00,"Danville , VA"
9069,Langley,,CYLINDER,WA,2/9/1996 17:50,"Langley , WA"
9070,Granite Falls,,CYLINDER,WA,2/9/1996 18:25,"Granite Falls , WA"
9071,Redmond,,,WA,2/9/1996 18:30,"Redmond , WA"
9072,Woodinville,,,WA,2/9/1996 18:40,"Woodinville , WA"
9073,Seattle,,,WA,2/9/1996 18:45,"Seattle , WA"
9074,Whidbey Island,,,WA,2/9/1996 18:45,"Whidbey Island , WA"
9075,Charleston,,,OR,2/9/1996 19:30,"Charleston , OR"
9076,Eureka,,,CA,2/9/1996 19:45,"Eureka , CA"
9077,Hollywood,,,FL,2/9/1996 21:40,"Hollywood , FL"
